xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n40008012007	MAT 8:12!7		prep				into	εἰς	 	εἰς	εἰς	1519	PREP									084002	84.22			
n40008012008	MAT 8:12!8		det				the	τὸ	 	ὁ	τό	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n40008012009	MAT 8:12!9		noun	common			darkness	σκότος	 	σκότος	σκότος	4655	N-ASN		singular	neuter	accusative					001003	1.23			
n40008012010	MAT 8:12!10		det				the	τὸ	 	ὁ	τό	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n40008012011	MAT 8:12!11		adj				outer	ἐξώτερον	·	ἐξώτερος	ἐξώτερον	1857	A-ASN-C		singular	neuter	accusative				comparative	001003	1.23			
n40008012012	MAT 8:12!12	p	adv				there	ἐκεῖ	 	ἐκεῖ	ἐκεῖ	1563	ADV									083001	83.2			n40008012009
n40008012013	MAT 8:12!13	vc	verb				will be	ἔσται	 	εἰμί	ἔσται	1510	V-FDI-3S	third	singular			future	middle	indicative		085001	85.1			
n40008012014	MAT 8:12!14		det				the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008012015	MAT 8:12!15		noun	common			weeping	κλαυθμὸς	 	κλαυθμός	κλαυθμός	2805	N-NSM		singular	masculine	nominative					025012	25.138			
n40008012016	MAT 8:12!16		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n40008012017	MAT 8:12!17		det				the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008012018	MAT 8:12!18		noun	common			gnashing	βρυγμὸς	 	βρυγμός	βρυγμός	1030	N-NSM		singular	masculine	nominative					023002	23.41			
n40008012019	MAT 8:12!19		det				of the	τῶν	 	ὁ	τῶν	3588	T-GPM		plural	masculine	genitive					092004	92.24			
n40008012020	MAT 8:12!20		noun	common			teeth	ὀδόντων	.	ὀδούς	ὀδόντων	3599	N-GPM		plural	masculine	genitive					008002	8.20			
n40008013001	MAT 8:13!1		conj				And	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008013002	MAT 8:13!2	v	verb				said	εἶπεν	 	λέγω	εἶπεν	3004	V-2AAI-3S	third	singular			aorist	active	indicative		033006	33.69	A0:n40008013004 A2:n40008013006		
n40008013003	MAT 8:13!3		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008013004	MAT 8:13!4		noun	proper			Jesus	Ἰησοῦς	 	Ἰησοῦς	Ἰησοῦς	2424	N-NSM		singular	masculine	nominative					093001	93.169a			
n40008013005	MAT 8:13!5		det				to the	τῷ	 	ὁ	τῷ	3588	T-DSM		singular	masculine	dative					092004	92.24			
n40008013006	MAT 8:13!6		noun	common			centurion	ἑκατοντάρχῃ	 	ἑκατοντάρχης	ἑκατοντάρχῃ	1543	N-DSM		singular	masculine	dative					055004	55.16			
n40008013007	MAT 8:13!7	v	verb				Go	Ὕπαγε	,	ὑπάγω	Ὕπαγε	5217	V-PAM-2S	second	singular			present	active	imperative		015004	15.35	A0:n40008013006	n40008013006	
n40008013008	MAT 8:13!8		conj				as	ὡς	 	ὡς	ὡς	5613	ADV									064	64.12			
n40008013009	MAT 8:13!9	v	verb				you have believed	ἐπίστευσας	 	πιστεύω	ἐπίστευσας	4100	V-AAI-2S	second	singular			aorist	active	indicative		031009	31.85	A0:n40008013006	n40008013006	
n40008013010	MAT 8:13!10	v	verb				be it	γενηθήτω	 	γίνομαι	γενηθήτω	1096	V-AOM-3S	third	singular			aorist	passive	imperative		013004	13.107	A1:n00000000000		
n40008013011	MAT 8:13!11	adv	pron	personal			to you	σοι	.	σύ	σοι	4771	P-2DS		singular		dative					092003	92.6			n40008013006
n40008013012	MAT 8:13!12		conj				And	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008013013	MAT 8:13!13	v	verb				was healed	ἰάθη	 	ἰάομαι	ἰάθη	2390	V-API-3S	third	singular			aorist	passive	indicative		023008	23.136	A1:n40008013015		
n40008013014	MAT 8:13!14		det				the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008013015	MAT 8:13!15		noun	common			servant	παῖς	 	παῖς	παῖς	3816	N-NSM		singular	masculine	nominative					087005	87.77			
n40008013016	MAT 8:13!16		prep				in	ἐν	 	ἐν	ἐν	1722	PREP									067002	67.33			
n40008013017	MAT 8:13!17		det				the	τῇ	 	ὁ	τῇ	3588	T-DSF		singular	feminine	dative					092004	92.24			
n40008013018	MAT 8:13!18		noun	common			hour	ὥρᾳ	 	ὥρα	ὥρᾳ	5610	N-DSF		singular	feminine	dative					067009	67.199			
n40008013019	MAT 8:13!19		pron	demonstrative			that	ἐκείνῃ	.	ἐκεῖνος	ἐκείνῃ	1565	D-DSF		singular	feminine	dative					092007	92.30			
n40008014001	MAT 8:14!1		conj				And	Καὶ	 	καί	Καί	2532	CONJ									091001	91.1			
n40008014002	MAT 8:14!2	v	verb				having come	ἐλθὼν	 	ἔρχομαι	ἐλθών	2064	V-2AAP-NSM		singular	masculine	nominative	aorist	active	participle		015006	15.81	A0:n40008014004	n40008014004	
n40008014003	MAT 8:14!3		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008014004	MAT 8:14!4		noun	proper			Jesus	Ἰησοῦς	 	Ἰησοῦς	Ἰησοῦς	2424	N-NSM		singular	masculine	nominative					093001	93.169a			
n40008014005	MAT 8:14!5		prep				to	εἰς	 	εἰς	εἰς	1519	PREP									084002	84.22			
n40008014006	MAT 8:14!6		det				the	τὴν	 	ὁ	τήν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n40008014007	MAT 8:14!7		noun	common			house	οἰκίαν	 	οἰκία	οἰκίαν	3614	N-ASF		singular	feminine	accusative					007002	7.3			
n40008014008	MAT 8:14!8		noun	proper			of Peter	Πέτρου	 	Πέτρος	Πέτρου	4074	N-GSM		singular	masculine	genitive					093001	93.296			
n40008014009	MAT 8:14!9	v	verb				He saw	εἶδεν	 	ὁράω	εἶδεν	3708	V-2AAI-3S	third	singular			aorist	active	indicative		024001	24.1	A0:n40008014004 A1:n40008014013;n40008014015		
n40008014010	MAT 8:14!10		det				the	τὴν	 	ὁ	τήν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n40008014011	MAT 8:14!11		noun	common			mother-in-law	πενθερὰν	 	πενθερά	πενθεράν	3994	N-ASF		singular	feminine	accusative					010004	10.59			
n40008014012	MAT 8:14!12		pron	personal			of him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n40008014008
n40008014013	MAT 8:14!13		verb				lying sick	βεβλημένην	 	βάλλω	βεβλημένην	906	V-RPP-ASF		singular	feminine	accusative	perfect	passive	participle		085002	85.34	A1:n40008014011		
n40008014014	MAT 8:14!14		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n40008014015	MAT 8:14!15		verb				fevering	πυρέσσουσαν	·	πυρέσσω	πυρέσσουσαν	4445	V-PAP-ASF		singular	feminine	accusative	present	active	participle		023009	23.159	A0:n40008014011		
n40008015001	MAT 8:15!1		conj				And	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008015002	MAT 8:15!2	v	verb				He touched	ἥψατο	 	ἅπτω	ἥψατο	680	V-ADI-3S	third	singular			aorist	middle	indicative		024005	24.73	A0:n40008014004 A1:n40008015004	n40008014004	
n40008015003	MAT 8:15!3		det				the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n40008015004	MAT 8:15!4		noun	common			hand	χειρὸς	 	χείρ	χειρός	5495	N-GSF		singular	feminine	genitive					008002	8.30			
n40008015005	MAT 8:15!5		pron	personal			of her	αὐτῆς	,	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive					092004	92.11			n40008014011
n40008015006	MAT 8:15!6		conj				and	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008015007	MAT 8:15!7	v	verb				left	ἀφῆκεν	 	ἀφίημι	ἀφῆκεν	863	V-AAI-3S	third	singular			aorist	active	indicative		013001	13.37	A1:n40008015008 A0:n40008015010		
n40008015008	MAT 8:15!8	o	pron	personal			her	αὐτὴν	 	αὐτός	αὐτήν	846	P-ASF		singular	feminine	accusative					092004	92.11			n40008014011
n40008015009	MAT 8:15!9		det				the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008015010	MAT 8:15!10		noun	common			fever	πυρετός	·	πυρετός	πυρετός	4446	N-NSM		singular	masculine	nominative					023009	23.159			
n40008015011	MAT 8:15!11		conj				and	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008015012	MAT 8:15!12	v	verb				she arose	ἠγέρθη	,	ἐγείρω	ἠγέρθη	1453	V-API-3S	third	singular			aorist	passive	indicative		017001	17.9	A1:n40008014011	n40008014011	
n40008015013	MAT 8:15!13		conj				and	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008015014	MAT 8:15!14	v	verb				was ministering	διηκόνει	 	διακονέω	διηκόνει	1247	V-IAI-3S	third	singular			imperfect	active	indicative		046	46.13	A0:n40008014011 A1:n40008015015	n40008014011	
n40008015015	MAT 8:15!15	o	pron	personal			to them	αὐτῷ	.	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n40008014004
n40008016001	MAT 8:16!1	s	adj				Evening	Ὀψίας	 	ὄψιος	Ὀψίας	3798	A-GSF		singular	feminine	genitive					067009	67.197			
n40008016002	MAT 8:16!2		conj				now	δὲ	 	δέ	δέ	1161	CONJ									089015	89.87			
n40008016003	MAT 8:16!3	v	verb				having come	γενομένης	 	γίνομαι	γενομένης	1096	V-2ADP-GSF		singular	feminine	genitive	aorist	middle	participle		013004	13.107	A0:n40008016001		
n40008016004	MAT 8:16!4	v	verb				they brought	προσήνεγκαν	 	προσφέρω	προσήνεγκαν	4374	V-AAI-3P	third	plural			aorist	active	indicative		015023	15.172	A0:n00000000000 A2:n40008016005 A1:n40008016006		
n40008016005	MAT 8:16!5	io	pron	personal			to Him	αὐτῷ	 	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n40008014004
n40008016006	MAT 8:16!6	v	verb				being possessed with demons	δαιμονιζομένους	 	δαιμονίζομαι	δαιμονιζομένους	1139	V-PNP-APM		plural	masculine	accusative	present	middlepassive	participle		012001	12.41	A0:n00000000000		
n40008016007	MAT 8:16!7		adj				many	πολλούς	·	πολύς	πολλούς	4183	A-APM		plural	masculine	accusative					059001	59.1			
n40008016008	MAT 8:16!8		conj				and	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008016009	MAT 8:16!9	v	verb				He cast out	ἐξέβαλεν	 	ἐκβάλλω	ἐξέβαλεν	1544	V-2AAI-3S	third	singular			aorist	active	indicative		015004 053011	15.44 53.102	A0:n40008014004 A1:n40008016011	n40008014004	
n40008016010	MAT 8:16!10		det				the	τὰ	 	ὁ	τά	3588	T-APN		plural	neuter	accusative					092004	92.24			
n40008016011	MAT 8:16!11		noun	common			spirits	πνεύματα	 	πνεῦμα	πνεύματα	4151	N-APN		plural	neuter	accusative					012001	12.37			
n40008016012	MAT 8:16!12	adv	noun	common			by a word	λόγῳ	,	λόγος	λόγῳ	3056	N-DSM		singular	masculine	dative					033006	33.98			
n40008016013	MAT 8:16!13		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n40008016014	MAT 8:16!14		adj				all	πάντας	 	πᾶς	πάντας	3956	A-APM		plural	masculine	accusative					059003	59.23			
n40008016015	MAT 8:16!15		det				those	τοὺς	 	ὁ	τούς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n40008016016	MAT 8:16!16	adv	adv				sick	κακῶς	 	κακῶς	κακῶς	2560	ADV									023009	23.148			
n40008016017	MAT 8:16!17	v	verb				being	ἔχοντας	 	ἔχω	ἔχοντας	2192	V-PAP-APM		plural	masculine	accusative	present	active	participle		013001 023009	13.2 23.148	A0:n00000000000		
n40008016018	MAT 8:16!18	v	verb				He healed	ἐθεράπευσεν	·	θεραπεύω	ἐθεράπευσεν	2323	V-AAI-3S	third	singular			aorist	active	indicative		023008	23.139	A0:n40008014004 A1:n40008016017	n40008014004	
n40008017001	MAT 8:17!1		conj				so that	ὅπως	 	ὅπως	ὅπως	3704	ADV									089009	89.59			
n40008017002	MAT 8:17!2	v	verb				it might be fulfilled	πληρωθῇ	 	πληρόω	πληρωθῇ	4137	V-APS-3S	third	singular			aorist	passive	subjunctive		013004	13.106	A1:n40008017004		
n40008017003	MAT 8:17!3		det				that	τὸ	 	ὁ	τό	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n40008017004	MAT 8:17!4	v	verb				having been spoken	ῥηθὲν	 	εἶπον	ῥηθέν	2046	V-APP-NSN		singular	neuter	nominative	aorist	passive	participle		033006	33.69	A1:n00000000000		
n40008017005	MAT 8:17!5		prep				by	διὰ	 	διά	διά	1223	PREP									090001	90.4			
n40008017006	MAT 8:17!6		noun	proper			Isaiah	Ἠσαΐου	 	Ἠσαΐας	Ἠσαΐου	2268	N-GSM		singular	masculine	genitive					093001	93.147			
n40008017007	MAT 8:17!7		det				the	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n40008017008	MAT 8:17!8		noun	common			prophet	προφήτου	 	προφήτης	προφήτου	4396	N-GSM		singular	masculine	genitive					053009	53.79			
n40008017009	MAT 8:17!9	v	verb				saying	λέγοντος	 	λέγω	λέγοντος	3004	V-PAP-GSM		singular	masculine	genitive	present	active	participle		033006	33.69	A0:n40008017006	n40008017006	
n40008017010	MAT 8:17!10	s	pron	personal			Himself	Αὐτὸς	 	αὐτός	Αὐτός	846	P-NSM		singular	masculine	nominative					092004	92.11			n40008014004
n40008017011	MAT 8:17!11		det				the	τὰς	 	ὁ	τάς	3588	T-APF		plural	feminine	accusative					092004	92.24			
n40008017012	MAT 8:17!12		noun	common			infirmities	ἀσθενείας	 	ἀσθένεια	ἀσθενείας	769	N-APF		plural	feminine	accusative					023009	23.143			
n40008017013	MAT 8:17!13		pron	personal			of us	ἡμῶν	 	ἐγώ	ἡμῶν	1473	P-1GP		plural		genitive					092002	92.4			
n40008017014	MAT 8:17!14	v	verb				He took	ἔλαβεν	 	λαμβάνω	ἔλαβεν	2983	V-2AAI-3S	third	singular			aorist	active	indicative		057007	57.55	A0:n40008017010 A1:n40008017012		
n40008017015	MAT 8:17!15		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n40008017016	MAT 8:17!16		det				our	τὰς	 	ὁ	τάς	3588	T-APF		plural	feminine	accusative					092004	92.24			
n40008017017	MAT 8:17!17		noun	common			diseases	νόσους	 	νόσος	νόσους	3554	N-APF		plural	feminine	accusative					023009	23.155			
n40008017018	MAT 8:17!18	v	verb				bore	ἐβάστασεν	.	βαστάζω	ἐβάστασεν	941	V-AAI-3S	third	singular			aorist	active	indicative		015024	15.201	A0:n40008014004 A1:n40008017017	n40008014004	
n40008018001	MAT 8:18!1	v	verb				Having seen	Ἰδὼν	 	ὁράω	Ἰδών	3708	V-2AAP-NSM		singular	masculine	nominative	aorist	active	participle		024001	24.1	A0:n40008018004 A1:n40008018005	n40008018004	
n40008018002	MAT 8:18!2		conj				now	δὲ	 	δέ	δέ	1161	CONJ													
n40008018003	MAT 8:18!3		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008018004	MAT 8:18!4		noun	proper			Jesus	Ἰησοῦς	 	Ἰησοῦς	Ἰησοῦς	2424	N-NSM		singular	masculine	nominative					093001	93.169a			
n40008018005	MAT 8:18!5	o	noun	common			crowd	ὄχλον	 	ὄχλος	ὄχλον	3793	N-ASM		singular	masculine	accusative					011001	11.1			
n40008018006	MAT 8:18!6		prep				around	περὶ	 	περί	περί	4012	PREP									083004	83.18			
n40008018007	MAT 8:18!7		pron	personal			Him	αὐτὸν	 	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n40008018004
n40008018008	MAT 8:18!8	v	verb				He commanded	ἐκέλευσεν	 	κελεύω	ἐκέλευσεν	2753	V-AAI-3S	third	singular			aorist	active	indicative		033032	33.323	A0:n40008018004 A1:n40008018009		
n40008018009	MAT 8:18!9	v	verb				to depart	ἀπελθεῖν	 	ἀπέρχομαι	ἀπελθεῖν	565	V-2AAN					aorist	active	infinitive		015004	15.37	A0:n40005001015	n40005001015	
n40008018010	MAT 8:18!10		prep				to	εἰς	 	εἰς	εἰς	1519	PREP									084002	84.16			
n40008018011	MAT 8:18!11		det				the	τὸ	 	ὁ	τό	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n40008018012	MAT 8:18!12		adv				other side	πέραν	.	πέραν	πέραν	4008	ADV									083007	83.43			
n40008019001	MAT 8:19!1		conj				And	Καὶ	 	καί	Καί	2532	CONJ									089015	89.87			
n40008019002	MAT 8:19!2	v	verb				having come to [him]	προσελθὼν	 	προσέρχομαι	προσελθών	4334	V-2AAP-NSM		singular	masculine	nominative	aorist	active	participle		015005	15.77	A0:n40008019004	n40008019004	
n40008019003	MAT 8:19!3		adj				one	εἷς	 	εἷς	εἷς	1520	A-NSM		singular	masculine	nominative					092004	92.22			
n40008019004	MAT 8:19!4		noun	common			scribe	γραμματεὺς	 	γραμματεύς	γραμματεύς	1122	N-NSM		singular	masculine	nominative					053009	53.94			
n40008019005	MAT 8:19!5	v	verb				said	εἶπεν	 	λέγω	εἶπεν	3004	V-2AAI-3S	third	singular			aorist	active	indicative		033006	33.69	A0:n40008019004 A2:n40008019006		
n40008019006	MAT 8:19!6	io	pron	personal			to Him	αὐτῷ	 	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n40008018004
n40008019007	MAT 8:19!7	aux	noun	common			Teacher	Διδάσκαλε	,	διδάσκαλος	Διδάσκαλε	1320	N-VSM		singular	masculine	vocative					033017	33.243			
n40008019008	MAT 8:19!8	v	verb				I will follow	ἀκολουθήσω	 	ἀκολουθέω	ἀκολουθήσω	190	V-FAI-1S	first	singular			future	active	indicative		015020	15.156	A0:n40008019004 A1:n40008019009	n40008019004	
n40008019009	MAT 8:19!9	o	pron	personal			You	σοι	 	σύ	σοι	4771	P-2DS		singular		dative					092003	92.6			n40008019007
n40008019010	MAT 8:19!10	adv	conj				wherever	ὅπου	 	ὅπου	ὅπου	3699	ADV									083002	83.5			
n40008019011	MAT 8:19!11		ptcl				if	ἐὰν	 	ἐάν	ἐάν	1437	COND									071001	71.8			
n40008019012	MAT 8:19!12	v	verb				You might go	ἀπέρχῃ	.	ἀπέρχομαι	ἀπέρχῃ	565	V-PNS-2S	second	singular			present	middlepassive	subjunctive		015004	15.37	A0:n40008019007	n40008019007	
n40008020001	MAT 8:20!1		conj				And	καὶ	 	καί	καί	2532	CONJ													
n40008020002	MAT 8:20!2	v	verb				says	λέγει	 	λέγω	λέγει	3004	V-PAI-3S	third	singular			present	active	indicative		033006	33.69	A2:n40008020003 A0:n40008020005		
n40008020003	MAT 8:20!3	io	pron	personal			to him	αὐτῷ	 	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n40008019004
n40008020004	MAT 8:20!4		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008020005	MAT 8:20!5		noun	proper			Jesus	Ἰησοῦς	 	Ἰησοῦς	Ἰησοῦς	2424	N-NSM		singular	masculine	nominative					093001	93.169a			
n40008020006	MAT 8:20!6		det				-	Αἱ	 	ὁ	Αἱ	3588	T-NPF		plural	feminine	nominative					092004	92.24			
n40008020007	MAT 8:20!7		noun	common			Foxes	ἀλώπεκες	 	ἀλώπηξ	ἀλώπεκες	258	N-NPF		plural	feminine	nominative					004001	4.10			
n40008020008	MAT 8:20!8	o	noun	common			holes	φωλεοὺς	 	φωλεός	φωλεούς	5454	N-APM		plural	masculine	accusative					001008	1.56			
n40008020009	MAT 8:20!9	v	verb				have	ἔχουσιν	 	ἔχω	ἔχουσιν	2192	V-PAI-3P	third	plural			present	active	indicative		057001	57.1	A0:n40008020007 A1:n40008020008		
n40008020010	MAT 8:20!10		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n40008020011	MAT 8:20!11		det				the	τὰ	 	ὁ	τά	3588	T-NPN		plural	neuter	nominative					092004	92.24			
n40008020012	MAT 8:20!12		noun				birds	πετεινὰ	 	πετεινός	πετεινά	4071	N-NPN		plural	neuter	nominative					004002	4.41			
n40008020013	MAT 8:20!13		det				of the	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n40008020014	MAT 8:20!14		noun	common			air	οὐρανοῦ	 	οὐρανός	οὐρανοῦ	3772	N-GSM		singular	masculine	genitive					004002	4.41			
n40008020015	MAT 8:20!15	o	noun	common			nests	κατασκηνώσεις	,	κατασκήνωσις	κατασκηνώσεις	2682	N-APF		plural	feminine	accusative					006016	6.146			
n40008020016	MAT 8:20!16		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008020017	MAT 8:20!17		conj				but	δὲ	 	δέ	δέ	1161	CONJ									089023	89.124			
n40008020018	MAT 8:20!18		noun	common			the Son	Υἱὸς	 	υἱός	Υἱός	5207	N-NSM		singular	masculine	nominative					009001	9.3			
n40008020019	MAT 8:20!19		det				-	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n40008020020	MAT 8:20!20		noun	common			of Man	ἀνθρώπου	 	ἄνθρωπος	ἀνθρώπου	444	N-GSM		singular	masculine	genitive					009001	9.3			
n40008020021	MAT 8:20!21	adv	adv				no	οὐκ	 	οὐ	οὐκ	3756	PRT-N									069002	69.3			
n40008020022	MAT 8:20!22	v	verb				has	ἔχει	 	ἔχω	ἔχει	2192	V-PAI-3S	third	singular			present	active	indicative		057001	57.1	A0:n40008020018 A1:n40008020026		
n40008020023	MAT 8:20!23	adv	adv				[place] where	ποῦ	 	ποῦ	ποῦ	4226	ADV-I									083002	83.6			
n40008020024	MAT 8:20!24		det				the	τὴν	 	ὁ	τήν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n40008020025	MAT 8:20!25		noun	common			head	κεφαλὴν	 	κεφαλή	κεφαλήν	2776	N-ASF		singular	feminine	accusative					023006	23.83			
n40008020026	MAT 8:20!26	v	verb				He might lay	κλίνῃ	.	κλίνω	κλίνῃ	2827	V-PAS-3S	third	singular			present	active	subjunctive		023006	23.83	A0:n40008020018 A1:n40008020025	n40008020018	
n40008021001	MAT 8:21!1		adj				Another	ἕτερος	 	ἕτερος	ἕτερος	2087	A-NSM		singular	masculine	nominative					058006	58.37			
n40008021002	MAT 8:21!2		conj				now	δὲ	 	δέ	δέ	1161	CONJ									089017	89.94			
n40008021003	MAT 8:21!3		det				of the	τῶν	 	ὁ	τῶν	3588	T-GPM		plural	masculine	genitive					092004	92.24			
n40008021004	MAT 8:21!4		noun	common			disciples	μαθητῶν	 	μαθητής	μαθητῶν	3101	N-GPM		plural	masculine	genitive					036004	36.38			
n40008021005	MAT 8:21!5	v	verb				said	εἶπεν	 	λέγω	εἶπεν	3004	V-2AAI-3S	third	singular			aorist	active	indicative		033006	33.69	A0:n40008021001 A2:n40008021006		
n40008021006	MAT 8:21!6	io	pron	personal			to Him	αὐτῷ	 	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n40008020005
n40008021007	MAT 8:21!7	aux	noun	common			Lord	Κύριε	,	κύριος	Κύριε	2962	N-VSM		singular	masculine	vocative					012001 087003	12.9 87.53			
n40008021008	MAT 8:21!8	v	verb				allow	ἐπίτρεψόν	 	ἐπιτρέπω	ἐπίτρεψον	2010	V-AAM-2S	second	singular			aorist	active	imperative		013004	13.138	A0:n40008021007 A2:n40008021009 A1:n40008021011;n40008021013	n40008021007	
n40008021009	MAT 8:21!9	io	pron	personal			me	μοι	 	ἐγώ	μοι	1473	P-1DS		singular		dative					092001	92.1			n40008021001
n40008021010	MAT 8:21!10	adv	adj				first	πρῶτον	 	πρῶτος	πρῶτον	4412	ADV-S		singular	neuter	accusative					067002	67.18			
n40008021011	MAT 8:21!11	v	verb				to go	ἀπελθεῖν	 	ἀπέρχομαι	ἀπελθεῖν	565	V-2AAN					aorist	active	infinitive		015004	15.37	A0:n40008021001	n40008021001	
n40008021012	MAT 8:21!12		conj				and	καὶ	 	καί	καί	2532	CONJ									089015	89.87			
n40008021013	MAT 8:21!13	v	verb				to bury	θάψαι	 	θάπτω	θάψαι	2290	V-AAN					aorist	active	infinitive		035004	35.46	A0:n40008021001 A1:n40008021015	n40008021001	
n40008021014	MAT 8:21!14		det				the	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40008021015	MAT 8:21!15		noun	common			father	πατέρα	 	πατήρ	πατέρα	3962	N-ASM		singular	masculine	accusative					010002	10.14			
n40008021016	MAT 8:21!16		pron	personal			of me	μου	.	ἐγώ	μου	1473	P-1GS		singular		genitive					092001	92.1			n40008021001
n40008022001	MAT 8:22!1		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40008022002	MAT 8:22!2		conj				But	δὲ	 	δέ	δέ	1161	CONJ									089023	89.124			
n40008022003	MAT 8:22!3		noun	proper			Jesus	Ἰησοῦς	 	Ἰησοῦς	Ἰησοῦς	2424	N-NSM		singular	masculine	nominative					093001	93.169a			
n40008022004	MAT 8:22!4	v	verb				said	λέγει	 	λέγω	λέγει	3004	V-PAI-3S	third	singular			present	active	indicative		033006	33.69	A0:n40008022003 A2:n40008022005		
n40008022005	MAT 8:22!5	io	pron	personal			to him	αὐτῷ	 	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n40008021001
n40008022006	MAT 8:22!6	v	verb				Follow	Ἀκολούθει	 	ἀκολουθέω	Ἀκολούθει	190	V-PAM-2S	second	singular			present	active	imperative		015020	15.156	A0:n40008021001 A1:n40008022007	n40008021001	
n40008022007	MAT 8:22!7	o	pron	personal			Me	μοι	,	ἐγώ	μοι	1473	P-1DS		singular		dative					092001	92.1			n40008022003
n40008022008	MAT 8:22!8		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n40008022009	MAT 8:22!9	v	verb				leave	ἄφες	 	ἀφίημι	ἄφες	863	V-2AAM-2S	second	singular			aorist	active	imperative		033010	33.137	A0:n40008021001 A1:n40008022012	n40008021001	
n40008022010	MAT 8:22!10		det				the	τοὺς	 	ὁ	τούς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n40008022011	MAT 8:22!11		adj				dead	νεκροὺς	 	νεκρός	νεκρούς	3498	A-APM		plural	masculine	accusative					023007	23.121			
n40008022012	MAT 8:22!12	v	verb				to bury	θάψαι	 	θάπτω	θάψαι	2290	V-AAN					aorist	active	infinitive		052	52.4	A0:n40008022011 A1:n40008022015		
n40008022013	MAT 8:22!13		det				-	τοὺς	 	ὁ	τούς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n40008022014	MAT 8:22!14		pron	personal			their own	ἑαυτῶν	 	ἑαυτοῦ	ἑαυτῶν	1438	F-3GPM		plural	masculine	genitive					092004	92.25			n40008022011
n40008022015	MAT 8:22!15		adj				dead	νεκρούς	.	νεκρός	νεκρούς	3498	A-APM		plural	masculine	accusative					023007	23.121			
n40008023001	MAT 8:23!1		conj				And	Καὶ	 	καί	Καί	2532	CONJ									091001	91.1			
