pdf_page,printed_page,blank_page,english_ocr_confidence,arabic_ocr_confidence,quran_references_detected,arabic_segment_count,transcription_text,arabic_text
24,,False,92.17,,,0,"Page 23 - ETERNITY
 OK, folks, according to my chrono
 meter, it's six PM, August 17th,
 1938; time for dinner.
 Camera ZOOMS IN on calendar to confirm RBarakat's statement,
 showing 175
 SHIRLEY VAN CLEEF
 My first meal in 344 years, not bad
 for a crash diet!
 FULL SHOT ~ CONTROL ROOM
 All three robots are absent. Crew members walk out of the
 control room.
 INT. SPACESHIP ~ HALLWAY
 Crew members walk out of the control room through a sliding door,
 into a hallway with an arched ceiling. They pass by a round door
 to their right, carrying a sign: GAME5 ROOM,
 A few steps past that door, they turn left into 8 round sliding
 door carrying a sign: “DINING ROOM,""
 INT. SPACESHIP ~ DINING ROOM
 The dining room is plush. A large dining table dominates the
 center of the room, and is set beautifully for six people. An
 abundance of sumptuous food is arranged on a long counter buffet
 style, including a golden roasted turkey, sweet potatoes,
 cranberry relish in little silver dishes, wild rice, delicate
 little endive salads and a french pastry cart with everything
 from eclaires to Napoleons.
 Bit-eventy~Six is carving the turkey and serving three people
 simultaneously. The six astronauts are shown enjoying their meal
 and each other's company.
 MIKE BARAKAT
 What a gastronomic delight. Too
 bad, Mr. Siam, you can't enjoy this
 great food.
 MU-ONE-NINE
 Pity you are 50 desperately
 dependent on that primitive organic
 stuff. All I need is a little
 nuclear breeder cell and I'm good",
25,,False,92.42,,,0,"Page 24 < ETERNITY
 indefinitely. It's delicious, and
 perpetual, In fact the more I
 consume my breeder cell, the more
 it grows. So, don't feel sorry for
 me,
 MIKE BARAKAT
 You know I am kidding Siam...just
 kidding. Sometimes I do envy you.
 RAYMOND CATTON
 (Wiping his mouth with a
 napkin)
 Who is going to challenge me for a
 game of pool?
 KATHLEEN SHEARD
 (Throws her napkin down
 in a mock~challenging
 gesture)
 I dot
 Ray and Kathleen get up and leave the dining room,
 INT. SPACESHIP ~ HALLWAY
 Ray and Kathleen are shown exiting the dining room. They walk a
 few steps, then turn to their left into the sliding door with the
 sign: GAME5 ROOM.
 INT. SPACESHIP - GAME ROOM
 This area is awesome, filled with sophisticated video game units,
 a ping pong table, and a pool table.
 Just aS Ray and Kathleen start their pool game, Rit+Seventy=Six
 rolls in carrying 9 cues in his nine ams,
 BIT-SEVENTY-SIX
 I, too, challenge you, captain
 Catton
 (laughter),
 INT. SPACECRAFT - CONTROL ROOM
 Crew members assemble in the control room. Commander Moss walks
 over to the computer encyclopedia located to the south of his
 console,",
26,,False,91.41,,,0,"Page 25 = ETERNITY
 MAJOR JANF ANDERSON
 You know, we can't play videogames
 forever; I'm afraid 511 get bored.
 Commander Moss is consulting the Computer Encyclopedia.
 COMMANDER MOSS
 Getting bored? You must be joking!
 This is the last place on
 earth...uh..excuse me... in the
 galaxies, for getting bored.
 You're about to enjoy a most unique
 entertainment. The calendar is now
 Clicking past 1868 AD.
 ZOOM SHOT ~ CALENDAR GAUGE
 Shows the calendar clicking from “AD 1866"" to AD5
 COMMANDER MOSS
 (Cont inning)
 Shirley, when it hits AD 1799,
 monitor the current events on
 Earth.
 SHIRLEY VAN CLFRF
 Yes Sir! Should be any time now.
 CU CALENDAR GAUGE
 The calendar reads “AN 1888"", then flips to “AN 1799,""
 Shirley Van Cleef pushes a few buttons, and flips a couple of
 toggle switches.
 The image on the main viewscreen flickers momentarily then
 stabilizes with a helicopter shot of the pyramids and Sphinx of
 Egypt.
 EXT. THE PYRAMIDS OF EGYPT ~ DAY
 PAN SHOT
 Camera moves down from a helicopter shot of the pyramids to the
 ground level, and shows NAPOLEON BONAPARTE and his TROOPS
 admiring the -ancient structures.
 A _turbaned EGYPTIAN GUIDE, wearing an Egyptian flowing
 galabeyyah, is narrating the story of the pyramids in Arabic.
 A TRANSLATOR renders the guide's words into French, while",
27,,False,84.84,48.87,,0,"Page = ETERNITY
 Napoleon listens in fascination
 EGYPTIAN GUIDE
 Al Malik Khufu bana hazal Mana Al
 abbas faqat leyakoona maqbaratan
 lahu wa 112300211, wa mara
 bidafni guthamanihi fil haram maa
 kammiyyatin kabeeratin minal kunooz
 wal maakoolat. Kan Al*Malik” yumin
 bilbaath.
 : Pe er en Un Se
 ENGLISH SUBTITLES
 King Cheops built this mighty
 pyramid just to serve asa grave
 for him and his queen. He decreed
 that his body shall be placed in
 the king's chamber, along with a
 vast treasure and a feast, food to
 last. He believed in resurrection
 after death and he wanted to be
 prepared,
 34 0:00 101-94-1 tube
 eb ee ee (eee eee ee TI
 INT. SPACESHIP ~ CONTROL ROOM
 From a FULL SHOT of the control room, camera ZOOMS in on the main
 viewscceen showing the French interpreter rendering the Egyptian
 guide's words into French, with Napoleon listening,
 SHIRLEY VAN CLEEF
 I didn't know Napoleon invaded
 Egypt!
 COMMANDER MOSS
 I am glad you're learning something
 new.
 (While consulting the
 Computer Encyclopedia)
 Here is something else you will
 find interesting. Advance monitor
 to the year 1216 BC.
 SHIRLEY VAN CLEEF
 1 think I will turn in for now, if
 you don't mind. By the time I come
 back, it should be 1216 RC anyway.",
28,,False,93.24,,,0,"Page 27 = ETERNITY
 CU CALENDAR GAUGE
 Calendar is shown clicking down from AD 893 to AD 665.
 FULL SHOT - CONTROL ROOM
 Shirley Van Cleef leaves the control room.
 INT. SPACESHIP <- HALLWAY
 Shirley Van Cleef exits the Control Room into the arched hall
 way. She passes a round closed door to her right, labeled: GAME4 Room,
 then a similar closed door to her left, labeled: “DINING
 ROOM"", and another door to her right, labeled: “FXERCISE ROOM"",
 Just as she reaches a sliding door to her left, labeled:
 SLEEPING5 SUITES, she hears SOUNDS of footsteps behind her in
 the hallway.
 FULL SHOT ~ HALLWAY
 It's Mike Rarakat and Kathleen Sheard following the footsteps of
 Shirley Van Cieef.
 SHIRLEY VAN CLEEF
 Are you going to sleep too?
 KATHLEEN SHEARD
 Nah...we're going to the exercise
 room first, Good night Shirley.
 While Shirley enters through the sliding door labeled SLEEPING4 SUITES,
 Kathleen and Mike turn right and enter through a sliding
 door labeled: “EXERCISE ROOM"",
 INT. SPACECRAFT - CONTROL ROOM
 Shirley van Cleef, Kathleen Sheard, and Mike Barakat are missing.
 Picture on main viewscreen focuses ona cluster of stars, with
 five major stars constituting what looks like a helicopter view
 of a pyramid (picture of the Constellation Cygnus).
 CU VIEWSCREFN
 RAYMOND CATTON (V.0.)
 Key, Octa, what are we looking at?",
29,,False,93.04,86.73,,0,"Page 28 ETERNITY
 FULL SHOT ~ CONTROL ROOM
 Shirley van Cleef, Kathleen Sheard, and Mike Barakat are missing.
 Octa-Ohm-R clicks, grinds, turns his multi-heads, pushes a number
 of buttons, then views the small screen on his desk,
 OCTA-OHM-R
 According to this, it's the
 constellation Cygnus, also known as
 the Northern Cross.
 Suddenly, LOUD ALARM sounds, and RED LIGHTS blink and flash
 throughout the spaceship.
 INT. SPACESHIP - HALLWAY
 Shirley Van Cleef rushes out of the sleeping area, Mike Rarakat
 and Kathleen Sheard dart out of the exercise room, still in their
 exercise attire,
 INT. SPACESHIP ~ CONTROL ROOM
 Alarm continues to SOUND, and the RED LIGHTS continue to flash
 and blink.
 All crew members assume their positions at their stations, strap
 themselves in, and adjust their head sets.
 The Situation is tense,
 Mike Barakat pushes a few buttons and turns a few knobs,
 Mu-One-Nine flips a number of switches on both sides of his
 bicephalous body.
 Raymond Catton turns TV monitor on his desk ON; it flickers,
 then shows a completely black picture.
 Octa-Ohm=R clicks, grinds, and turns his heads as he throws a few
 switches,
 Bit-Seventy-Six is busy. His nine arms are turning knobs and
 pushing buttons as eyes at the tips of his arms light up
 simultaneously.
 OCTA-OHM-R
 We are heading for a black hole.
 Raymond Catton flips a toggle switch. The black picture on his
 small screen appears on the main viewscreen.",
30,,False,93.24,,,0,"Page 29 + ETERNITY
 CU VIEWSCREEN
 Screen shows a vaguely visible round back object, approaching
 fast.
 FULL SHOT ~ CONTROL ROOM
 Alarm continues to sound, 8560 lights continue to flash and
 blink.
 COMMANDER MOSS
 (In great hurry)
 Bear to the right.
 Major Jane Anderson turns knobs, throws toggle switches, and
 pushes a few buttons.
 EXT, SPACE
 View from behind “Eternity” shows right half of the spaceship’s
 engines turning OFF, with the left half intensifying fire.
 INT. SPACESHIP - CONTROL ROOM
 All eyes are looking anxiously at the main viewscreen, It shows
 the spaceship barely averting crash with the black hole.
 Alarm and red flashing lights stop. All crew members sigh with
 great relief.
 Screen continues to show a rear view of the black hole moving
 away from Eternity.
 Light beams from the crafts engines and other sources are shown
 bending under the gravitational pull of the black hole.
 MIKE BARAKAT
 Thank God we're faster than light.
 After this horrifying experience, I
 am going to turn in. See you next
 shift.
 Mike Barakat walks out of the control room,
 INT. SPACESHIP ~ CONTROL ROOM
 Crew members are sitting at their stations.",
31,,False,91.87,40.18,,0,"Page 36 = ETERNITY
 CU CALENDAR GAUGE
 Calendar gauge is ticking down from AD5 to #, then 15 MILES,
 FULL SHOT
 Octa-Ohm-R clicks, clanks, turns his multi-head, pushes a few
 buttons, then makes an announcement.
 OCTALOHM-R
 should be exiting the Milky Way
 any time now, Ladies and
 gentlemen, welcome to
 Intergalactic,
 COMMANDER MOSS
 Ray, monitor intergalactic entry,
 Ray Catton turns a number of knobs, and flicks a number of
 switches.
 The main viewscreen flickers then shows a picture of a star
 studded black horizon.
 CLOSE SHOT ~ MAIN VIEWSCREEN
 Stars fly on both sides of the spaceship as they turn into long
 luminous streaks,
 Light from a distant sun creates a bright glow around an oval
 planet.
 The density of the stars ahead increases to create a crowded sky.
 Eternity is racing towards them, and they appear approaching,
 FULL SHOT - CONTROL ROOM
 COMMANDER MOSS
 Split screen,
 Bit-Seventy-Six pushes a few buttons and flips a few switches.
 Picture on the main viewscreen shrinks to the left half, anda
 label appears under it saying: FRONT.
 Mu~One-Nine manipulates a few controls on his rectangular boxes.
 The other half of the screen flickers, then shows a different
 view of a star-studded black horizon, with the stars streaking
 away from the spaceship. A label under the picture reads: BACK.",
32,,False,91.29,73.04,,0,"Page 31 = ETERNITY
 Suddenly, the cluster of stars ahead appears to surround
 Eternity, then passes by in long luminous streaks, causing the
 left half of the screen to turn completely black except for a
 distant faint glow. The right half of the screen shows the star
 cluster streaking away.
 COMMANDER MOSS
 Kathleen, would you contact MCC and
 report our location?
 KATHLEEN SHEARD
 Yes, sir. Octa, please send your
 latest EPIRB report.
 Octa-Ohm-R clicks, clanks, turns his Rubik's cube head, and
 flicks a couple of switches.
 OCTA-OHM-R
 Tt*s on your small screen now.
 Kathleen Sheard pushes a few buttons. Camera zooms in to show
 the LED computer numerals of the calendar gauge on Kathleen's
 desk turning fast, then stopping at AD5
 ANGLE on Kathleen as she adjusts her headset, turns a few knobs,
 then contacts MCC,
 KATHLEEN SHEARD
 MCC. Come in MCC.
 Radio STATIC is heard before MCC comes in.
 MCC (V.0.)
 We read you loud clear
 Eternity. You should be exiting
 the Milky Way any time now. You
 lucky rascals!
 KATHLEEN SHEARD
 AS a matter of fact, we just did,
 Complete void out here; but it
 feels great. See you later
 earthlings.
 She pushes a few buttons, takes off her headset, then talks to
 Shirley van Cleef,
 KATHLEEN SHARD
 What earth*shaking events are you
 planning to show us today, Shirley.",
33,,False,92.7,,,0,"Page 32 + FIFRNITY
 MIKE BARAKAT
 Not earth shaking; galaxy shaking,
 (Laughter)
 COMMANDER MOSS
 {Standing by the Computer
 Encyclopedia)
 Funny you should use that
 expression. Down right ironic.
 Earth shaking is the literal word
 for it. Shirley, stabilize your
 monitor at the year 1216 BC.
 ANGLE on-Shirley Van Cleef as she turns a few knobs and flips a
 few switches,
 CLOSE SHOT < Main Viewscreen
 Picture on the screen flickers, then a picture appears of the
 Israelites camping in Sinai.
 EXT. SINAI DESERT + DAY
 PAN SHOT
 The ISRAELITES are camping in the desert. Circle of MFN and
 WOMEN are chatting by a fire where quails are being roasted on a
 stick,
 SOME WOMEN are shown shaping manna into pita-like bread and
 baking them in 2 primitive stone oven,
 A large boulder with water gushing out of 12 holes in it is shown
 in the background. 1
 Two bearded middle aged men (MOSES and AARON) are walking towards
 a sand dune. Moses climbs up the mound, then calls on the people
 to speak to them with an obvious speech defect, yet with dignity.
 MOSES
 Within to me, everybody. Plea
 leave everything and come here,
 FULL SHOT - ISRAELI CAMP
 The people slowly gather around Moses.
 MOSES
 I have to leave you for forty
 nights, for I have been summoned
 to visit with the Lord and speak",
34,,False,91.66,,,0,"Page 33 + ETERNITY
 with Him,
 A couple of people snicker. MoSes stares them down, resuming his
 speech.
 MOSES
 Perhaps 1 can bring back Shome
 good new. Aaron will take my
 place among you, sho plea obey
 him and follow hij direction. And
 plea remember to observe the Lord
 in everything you do. Remember Hij
 favor, and that He delivered you
 from slavery in Egypt. Shalom.
 Moses hugs a few people as he bids them farewell, then walks away
 towards a hill.
 EXT. SINAL + TOP OF A HILL - DAY
 Just as Moses approaches the top of the hill, he hears the VOICE
 OF GOD.
 VOICE
 Moses, this is your Lord speaking,
 Remove your sandals, for the ground
 you are standing on is sacred,
 Moses is awed. He bends down to remove his sandals, then steps
 to a flat clear area, and falls to his knees.
 MOSES
 Please fish my speech defect, my
 Lord. I ..would be a more effective
 messenger, if I can talk better.
 VOICE
 I can fix your speech right this
 second, Moses, but it is not to be,
 I deliberately impart some kind of
 a superficial defect upon each one
 of My messengers. I want My
 creatures to come to Me, not
 because of your eloquence or
 charisma, but because they
 recognize Me as absolute sovereign
 of the universe,
 MOSES
 Allow me to shee You, my Lord. Let
 me look at You.",
35,,False,93.92,,,0,"Page 34 + ETERNITY
 VOICE
 It 15 a physical impossibility,
 Moses, Look at that mountain over
 there.
 Moses looks to his right. Camera PANS to a distant mountain with
 a sharp peak (Picacho Peak, Arizona).
 VOICE
 If it stays in place, then you can
 see’ Me,
 EXT. SINAI DESERT * ISRAELI CAMP ~ DAY
 The Israelites are roaming about their desert camp. Suddenly, a
 thick cloud descends on the camp, heavily shading it. It is
 almost dark.
 An ELDERLY MAN walks to a tent where Aaron is visible near its
 entrance, Man asks Aaron.
 ELDERLY MAN
 What's happening, Aaron? Thick
 clouds in the middle of the desert?
 AARON
 I haven't the slightest idea. I
 will have to ask Moses when he
 comes back.
 EXT. MOUNT SINAI ~ DAY
 PAN SHOT from behind Moses, Moses is looking at the mountain.
 Intense light appears descending from the sky, streaming down. the
 center,
 The tip of the streaming light becomes rounded, turning into a
 blindingly bright sun, still attached to the top light that now
 dominates the sky all the way from right to left.
 Moses stands up from his kneeling position, raising his arms to
 protect his eyes. The descending sun streams down towards the
 mountain peak, then touches it in slow motion,
 The mountain shatters like a violent volcano, with intensely
 bright light anda tremendous rumble, Moses wraps his ams
 around his head, backs up a_ few steps, spins around, then falls,
 face down, unconscious. When he comes to, he murmurs,",
36,,False,88.74,,,0,"Page 35 - ETERNITY
 MOSES
 Glory be to You my Lord... glory
 be to You; Y repent.
 INT. SPACECRAFT - CONTROL ROOM
 Main viewscreen shows Moses still on the ground, coming to. All
 crew members are watching in amazement.
 COMMANDER MOSS
 What did I tell you? Farth
 shaking; wasn't it?
 MIKE BARAKAT
 Obviously, the earth cannot stand
 the manifested presence of God,
 Which tells me that ail those
 teachings about God = existing
 everywhere are wrong; at least not
 physically.
 COMMANDER MOSS
 That's precisely what the Computer
 Encyclopedia says. In fact, God is
 nowhere near the Solar System, the
 Milky Way Galaxy, or any other
 galaxy.
 JANE ANDERSON
 I wonder if “Eternity” can with+
 stand the energy of God! No you
 think we might reach His physical
 presence?
 COMMANDER MOSS
 There is only one way to find out.
 (Look ing at Raymond
 Catton)
 1 Maximize speed.
 MU-ONF-NINE.
 (Cowardly)
 Oh, boy, maximize speed.
 OCTA-OHM-R
 (Clicks, grinds, and turns his
 heads)
 There goes Mr. Coward Siamese.
 MU~ONE-NINE
 Listen octa-head, if the earth",
37,,False,92.38,,87:18,0,"Page 36 = ETERNITY
 could not survive the presence of
 God, what makes you think we can?
 Raymond Catton flips a number of switches and turns a few knobs.
 RAYMOND CATTON
 Maximizing speed,
 EXT. HYPERSPACE
 Rear view of the spaceship shows additional engines firing, until
 ail 95 boosters are lighted. “Eternity"" darts forward,
 INT. SPACESHIP - GAME ROOM
 Jane Anderson is busy playing a sophisticated video game.
 INT. SPACESHIP ~ EXERCISE ROOM
 This is a large room, with a Solaflex unit, other exercise equip=
 ment, and free standing weights. Kathleen Sheard, Raymond
 Catton, and Mike Barakat are exercising.
 Suddenly, alarm blares, and red lights blink and flash throughout
 the spaceship. Crew members rush to the control room,
 INT. SPACESHIP ~ CONTROL ROOM
 Crew members scurry into the control room, assume their posi>
 tions, strap themselves to their stations, and put on their head
 sets,
 With the alarm still sounding and the lights blinking, camera
 ZOOMS IN to show the odometer reading 25,844,133,7605 YEARS.
 Camera ZOOMS IN on the speedometer's 2,888,0045 MILES/SPRCONN,
 Speedometer starts to slow down fast.
 Crew members show strain of sudden braking.
 Camera ZOOMS IN on the speedometer to show it clicking downward
 fast to 1,330,0885 MILES/SECOND, all the way down to 77,9044 MILES/SECOND.
 Every crew member is busy pushing buttons, turning knobs, 8
 flipping switches. SOLID ROSE COLOR appears on the main
 viewscreen. .",
38,,False,90.11,,,0,"Page 37 - ETERNITY
 BIT~SEVENTY~-SIX
 We are Sinking into a soft object.
 RAYMOND CATTON
 {Looking at the screen)
 Obviously, a soft rose*colored
 object.
 COMMANDER MOSS
 Fire camera satellite,
 EXT. HYPERSPACE
 Aperture on top of the spaceship opens up like a camera shutter.
 A cannon projects out of the hole, then slowly releases a CAMERA~
 BEARING SATELLITE. The satellite floats upward about one
 thousand feet, with the camera lens pointing down towards the
 spaceship.
 INT. SPACESHIP ~ CONTROL ROOM
 From a FULL SHOT of the control room, camera zooms in on the
 speedometer as it races downward from “22,868 MILES/SECOND"", to
 5,7005 MILES/SECOND, to “12 MILES/SFCOND"".
 Braking strain intensifies on the faces of the crew.
 JANE ANDERSON
 We are coming to a halt. I wonder
 if our camera satellite ever made
 it up there!
 MIKE BARAKAT
 (As he flips a switch)
 I doubt it. We are sinking deep
 into something soft and weird.
 The solid rose-colored picture on the small screen on Mike
 Barakat's desk flickers, Barakat pushes a button.
 Main viewscreen flickers, then stabilizes with a helicopter shot
 of the spaceship being stopped by the extended hand of an
 AWESOME-~SIZED, ROSE~COLORED CREATURE. The spaceship is dwarfed
 to a nubbin by the creature's size,
 EXT. SPACE
 “Eternity™ is shown with the mammoth rose-colored creature",
39,,False,91.81,,,0,"Page 38 + ETERNITY
 stopping it with his hand,
 PAN SHOT emphasizes that the view behind “Fternity"" is a sea of
 stars, while the view ahead of the spaceship is total darkness,
 The creature is characterized by six retractable concordetype
 wings, three on each side, in addition to four power helps around
 his body. The power belts, perfectly flush with the body when
 not in use, consist of what looks like rocket engines that swivel
 in various directions to steer the creature in any direction, or
 stop him,
 INT. SPACESHIP ~ CONTROL ROOM
 The main viewscreen focuses on the creature's pleasant and
 friendly face.
 JANE ANDERSON
 For heavens sakes, what is that?
 MIKE BARAKAT
 Let us call him an angel. The way
 he eased us into a halt qualifies
 him for the honor.
 Kathleen Sheard manipulates a number of switches and knobs.
 KATHLEEN SHEARD
 Contact established with the
 creature,
 COMMANDER MOSS
 (Looking at the screen}
 Sir, do you speak English?
 CREATURE
 (On the screen)
 I speak any language you choose.
 COMMANDER MOSS
 Who are you, and why are you
 stopping us?
 CREATURE
 (Laughing)
 Let us put this question in
 perspective. Who are you, and what
 are you doing here?
 COMMANDER MOSS
 We are space explorers from the",
40,,False,90.98,50.05,,0,"Page 3° - ETERNITY
 planet Farth. We come in peace,
 strictly to increase our knowledge.
 Now, Sir, who are you, and why did
 you stop us?
 CREATURE:
 You human beings never cease to
 amaze . You are actually here.
 Any way, my identity is irrelevant
 to your mission. As for the reason
 I stopped you, it's because you
 have reached the outer boundary of
 your universe. You cannot proceed
 any further; at least not without
 authorization.
 COMMANDER MOSS
 What do you mean “your universe?""
 How many universes ere there?
 And, how do we secure authorization
 -
 to proceed?
 CREATURE
 While you remain stationary, I will
 seek permission for you,
 COMMANDER MOSS
 Who issues such authorization?
 CREATURE
 This information is again
 irrelevant to your mission. Please
 wait here. I should be hack
 shortly with a “yes"" or a no.
 EXT. HYPERSPACE
 Creature's six retractable concurde-type wings spread out, his
 four power belts fire up, and he darts away into a perfectly
 black horizon at incomprehensible speed.
 Camera PANS the space horizon to show the creature flying away
 from the spacecraft, with the background behind it studded with
 thousands of stars,
 INT. SPACESHIP ~ CONTROL ROOM
 COMMANDER MOSS
 Kathleen, please contact MCC and
 give*em the latest information.",
41,,False,88.66,70.96,,0,"Page 406 — ETERNITY
 KATHLEEN SHAPE
 yes, Sir.
 She puts on her headset, then fiddles with a number of buttons
 and switches,
 Camera ZOOMS IN on a calendar gauge on her desk to show it
 reading 589,1715 BC and clicking down fast to 123,5535 RC, then
 to 83,6575 BC, then to 7,7975 BC, to 8935 BC, to 385 RC, to
 “AD 741"", to AD5 finally stopping at “AN 2242,""
 Camera ZOOMS AWAY to show Kathleen flipping a switch before
 talking into her headset,
 KATHLEEN SHEARD
 MCC, come in McC, This is
 Eternity. Come in....

 Radio STATIC interrupts, then MCC voice.
 mcc {v.0.)
 Kathleen, you've kept your promise.
 Where in the heavens are you?
 KATHLEEN SHAPE
 (Laughing)
 We're awaiting permission to enter
 «..uh...let us call it the second
 universe, Tt's a strange sight
 over here; millions of stars and
 galaxies between you and us, but
 total darkness ahead of us. We are
 26 billion light years from you
 folks, so focus your telescopes and
 try to find us.
 (Laughter)
 MCC (V.0.)
 We'll try to do that. Tell me,
 Kathleen, what permission, and from
 whom?
 KATHLEEN SHEARD
 I'd rather let Commander Moss give
 you the details.
 EXT. SPACE
 Eternity is shown stationary in the midst of a sea of stars. A",
42,,False,90.44,,,0,"Page 41 = FRTFRNITV
 smal] dot appears on the opposite side, in the black horizon. It
 is the rose-colored creature approaching at lightning speed.
 INT. SPACESHIP - CONTROL ROOM
 Main viewscreen shows creature approaching.
 CREATURE (On screen)
 Commander, you have authorization
 to proceed,
 Crew members cheer. Kathleen Sheard gets busy with her knobs and
 Switches, trying to contact MCC.
 EXT. SPACE
 Creature moves to the side, allowing spaceship to proceed. Part
 of eternity engines are shown firing up as it moves past the
 creature,
 INT. SPACFRSRIP — CONTROL ROOM
 Camera 700MS IN from a FULL SROT to show odometer coming to life
 at 26,030,779,32425 YEARS,
 Camera moves on to the speedometer to show it coming to life and
 speeding upward to 266,3425 MILFS/SRCOND,
 FULL SHOT - CONTROL ROOM
 Commander Moss walks over to the, computer encyclopedia. All crew
 members are busy carrying out their duties.
 COMMANDER MOSS
 (While looking at the computer
 terminal)
 The encyclopedia confirms what we
 discovered so far. There are no
 stars or planets beyond 26 billion
 light years,
 He looks at the main viewscreen as it shows a completely black
 picture with a hint of faint light around the horizon.
 RAYMOND CATTON
 I would certainly agree with that.
 We are travelling in the midst of
 absolutely nothing.",
43,,False,87.78,74.08,,0,"Page 42 - FURRNITV
 CU ODOMETER
 Odometer is shown clicking upward from 76,099,120,A575 YEARS
 to 81,798,323,1145 YEARS,
 Suddenly, alarm SOUNDS, and RED LIGHTS blink and flash throughout
 the spaceship. Crew scurries to the control room, Start them-
 selves in, and put on their head sets.
 CU SPEEDOMETER
 Speedometer slows down fast from 5,513,0485 MILES/SECONN, to
 3,236,1145 MILES/SECOND, to 95,5515 MILFES/SECOND.
 Crew members show the strain of sudden braking, as they frantic~
 cally manipulate their instruments.
 Main viewscreen turns rose-colored.
 CU SPREROMETER ~ as it moves from 2,6835 MILFS/HOUR, to 677
 MILES/HOUR"", to 6AG.
 The spaceship is eased into a complete hait.
 The main viewscreen and 211 small screens in the spaceship are
 solidly rose-colored,
 JANF. ANDERSON
 Oh, not again!
 MIKE BARAKAT
 It's our friend stopping us again,
 Ke sure is fast}
 COMMANDER MOSS
 Fire camera satellite.
 EXT. SPACE
 Aperture in top of the spaceship opens like a camera shutter, 8
 canon projects out, and launches a camera-carrying satellite to
 about 1088 feet above the craft.
 INT. SPACESHIP ~ CONTROL ROOM
 Main viewscreen flickers, then a helicopter shot appears showing
 the spaceship dwarfed by FIGHT ANGELIC CREATURES surrounding it
 in half circle, with one of them still extending his hand to
 stop “Fternity,”",
44,,False,91.87,,,0,"Page 43 — FTFPNITY
 After manipulating her instruments, Kathleen Sheard establishes
 contact with the creatures.
 eternity satellite camera zooms in on the highest ranking one,
 as recognized by his four power belts and six concorde-type
 wings.
 Main viewscreen shows a WIDE ANGLE SHOT of some of the creatures.
 COMMANDER MOSS
 Peace and greetings, my friends.
 CREATURE (On the screen)
 Peace and greetings to you Mr.
 Moss, You've exhausted the limit
 of your authorization,
 COMMANDER MOSS
 I had no idea our authorization was
 limited. What is it that caused it
 to expire?
 CREATURE (On the screen)
 You have reached the outer boundary
 of the second universe.
 COMMANDER MOSS
 (Surprised)
 Second universe? How many
 universes are there?
 CREATURE (On the screen)
 Weil, you did come here to learn,
 didn't you? Mr. Moss, there are
 seven universes, and we are
 guardians of the third universe. I
 am afraid you cannot proceed any
 further. We will be glad to help
 you turn around and back to Farth.
 We will even give you a _ push,
 although your breeder reactors can
 take you back and forth
 indefinitely.
 SHIRLEY VAN CLEEF
 Whet a waste! We've travelled
 billions of light years, just to
 learn there is nothing out here.
 MU-ONE-NINE
 Remember, even nothing is a
 significant piece of information,",
45,,False,89.78,,,0,"Page 44 - TRINITY
 Now you know that there are seven
 universes guarded by strange
 creatures, that our universe is the
 smallest and innermost, and that it
 is the only one where you can find
 stars and constellations. Let's go
 back.
 MIKE BARAKAT
 There goes Mr. Coward Siamese
 again. We have five more universes
 to explore.
 (Looking at Mu~One-Nine)
 To you have a family back on earth
 or Something?
 COMMANDER MOSS
 (Speaking -to creature on
 the screen)
 How can we secure 3 blanket
 authorization to explore all
 seven universes?
 CREATURE (On the screen)
 I doubt very much that any
 authorization can be granted,
 let alone a blanket
 authorization, However, just
 to be equitable with you, let
 me go try.
 EXT. HYPERSPACE
 Helicopter shot shows three of the eight creatures spreading
 their retractable wings, firing their engines, and darting away.
 INT. SPACESHIP - CONTROL ROOM
 COMMANDER MOSS
 Kathleen, contact MCC to update
 information,
 KATHLEEN SHARD
 Yes, sir.
 She starts to manipulate her instruments.",
46,,False,89.69,,,0,"Page 45 - ETERNITY
 EXT. HYPERSPACE
 Helicopter shot shows the five remaining creatures still outside
 spacecraft, A small dot appears in the horizon; it is one of the
 creatures returning to “Eternity.”
 INT. SPACESHIP - CONTROL ROOM
 Approaching creature appears on the main viewscreen, and
 addresses the crew.
 CREATURE (On the screen)
 Farthlings, you are very fortunate
 indeed, Planet authorization is
 granted to proceed. No guardians
 will stop you anywhere in the seven
 universes, Not only do you secure
 this blanket permit, but we will
 coat your spaceship with a
 de-energizer shield to protect you
 from intensifying energy fields.
 COMMANDER MOSS
 Thank you, Sir. Could you tell us
 who grants such authorizations?
 CREATURE (On the screen)
 Just proceed, Commander, and be
 thankful, A word of warning
 though. You are approaching Time
 zero, beyond which nothing
 whatsoever is supposed to exist;
 only the Creator.
 EXT. HYPERSPACE
 Helicopter shot shows two of the friendly creatures spraying
 rose-colored misty material 211 around the spaceship.
 INT. SPACESHIP ~ CONTROL ROOM
 Hyperspace appears on the main viewscreen and the small monitors
 through a rose-colored hue. Octa-Ohm-R clicks, grinds, and turns
 his multi~heads.
 OCTA-OHM-R
 What happens to us when we reach
 Time Zero?",
