document_slug,document_title,pdf_page,printed_page,blank_page,english_ocr_confidence,arabic_ocr_confidence,quran_references_detected,arabic_segment_count,transcription_text,arabic_text
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,42,26,False,90.93,37.46,,0,"many languages the letters L. and R. are interchangeable; ¢.g., in Arabic, al-Rahman
 becomes ar-Rahmdn, and R. in imperfect enunciation becomes L., as in Chinese
 valuations. If L. is a symbol of present-day things looking to the future, we may take
 R. as a symbol of present-day things looking within, ركع‎ into the interior of the
 organization of the Ummat. And this symbolism fits in with the subject-matter of
 the sorts in question. But no one should be dogmatic in speculation about mystic
 Symbols.
 The Alif Lam Mim Ra at the beginning of sura
 Al-Ra’ad (no. 13) was explained as follows:
 1798. For A.L.M., see it, 1.n. 25. For A.L.R., see Introduction to S.x. For abbreviated Letters
 generally see Appendix I. Here there seems to be a combination of the groups A.L M. and A.L.R
 We consider here not only the beginning (A.), the middle (L.), and the end (M_), of man's spiritual
 history, but also the immediate future of the interior of our organisation, such as it appeared to our
 Ummat towards the close of the Meccan period. But in trying to understand mystic symbolism, we
 must not be dogmatic. The befitting attitude is to say: God knows best.
 As for the letters Kaf Ha Ya‘Ayn Sad of sura Maryam
 (no. 19), A. Y. ‘Ali said,
 2455 This is the only Sara which begins with these five Abbreviated Letters, K, H, ¥. ‘A. 8
 For Abbreviated Letters generally. see Appendix I, pp. 118-120.
 As stated in my note 25, such Letters are Symbols, of which the true meaning ts known to God
 alone, We should not be dogmatic about anv conjectures that we make. According to the inter-
 pretation of the last letter Sad. suggested in n 989 to vii 1. [ should be disposed to accept لقو‎ with
 the meaning of Qrsas, ie., stories of the Prophets. The main figures referred to here are : Zakariya.
 Baby&. Maryam. ‘Isa. and Ibr&him : the others are mentioned but incidentally. The strong letter
 in jakarta is K ; in IbraHim. H; in YahYa and perhaps MarYam, Y; andin هو""‎ هات (Ata) Also
 comes in H&ar0n (Aaron), and the Arabic 75 comes in all the names including [sma‘tl and Iris,
 I offer this suggestion with some diffidence. The suggestion of the Tafsir Kabir ts that the
 letters stand for attributes of God : K. for Ke/t (the One sufficient in Himself): H for Hédi (He who
 guides); Y for Yad (Hand as a symbol of Power or Authority Cf. .تناع‎ 10, * The Hand of God ود‎
 above their hands”); ‘A. for ‘Alim (the All-Knowing); and § for Sddtq (The True One).
 And in his introduction to sura Ta Ha (T. H.), he
 offered the following explanation:
 The mystic letters 72 Ha are prefixed to this Séra. What do they mean? The
 earliest tradition is that they denote a dialectical interjection meaning “O man!"" If
 so, the title is particularly appropriate in two ways. (1) It was direct and personal
 address to a man in a high state of excitement, tempted by his temper to do grievous
 wrong, but called by God's Grace, as by a personal appeal, to face the realities, for
 God knew his inmost secret thoughts (xx. 7): the revelation was sent by God Most
 Gracious, out of His Grace and Mercy (xx. 5). (2) It takes up the story from the
 last SOra, of man as a spiritual being end illustrates it in further details. It tells the
 story of Moses in the crisis of his life when he received God's Commission and in his
 personal relations with his mother, and how he came to be brought op in the Pharaoh's
 house, to learn all the wisdom of the Egyptians, for use in God's service, and in his
 personal relations with Pharaoh, whom we take to be his adoptive father (xxviii. 9).
 It further tells the story of a fallen soul who misled the Israelites into idolatry, and
 recalls how man's Arch-enemy Satan caused his fall. Prayer and praise are necessary
 to man to core his spiritual blindness and enable him to appreciate God's revelation.
 26",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,43,27,False,91.36,79.18,,0,"The three letters Ta Sin Mim, which occur in suras
 Al-Shu‘ara’ (no. 26) and Al-Qasas (no. 28) were explained
 as follows:
 3137. This is a combination of three Abbreviated Letters. as to which, generally, see Appendix I,
 pnnted at the end of S11 This particular combination occurs here and at the head of S, xxviii,
 while the intervening Siira xxvii has it in the syncopated form Ta Sin, None of the explanatory
 conjectures which I have seen carries conviction to me. If the letters stand for Tur-1-Sinin (Mount
 Sinai) and Musé (Moses), whose story fills a large part of this 5023, why is the letter Mim omitted in
 S. xxvu, where the same meaning would apply? There is. however. one fact to which I should like
 to draw attention. ‘There are eleven sections in this sara, and eight of them end with the word
 Hakim (with the Anal Mim). The three exceptions are sections 2 and 3, and section 11 But
 sections 2 and 3 are part of the story of Moses, which 1s completed in section 4, and that ends with
 “Rakim”, The main argument in section 11 ends at verse 217, which ends with Hakim. Wecan
 say that the whole SOra is based on a refrain ending in the word “ Rahim”. Whether this has any
 bearing on our present enquiry | cannot say. My own position is that where we have material, we
 should pursue our researches, but we should never be dogmatic in such matters, as some Mysteries
 can never be solved by mere research.
 ‘alas explanation of Ya Sin (Y.S.) was as follows:
 3943. Some Commentators take Yd to be the vocative particle, and Sin to be the abbreviation of
 lasén, Sim being the only “ Firm Letter"" in the word, In that case it would be an address to man,
 -Oman'” But “man” in this connection 1s understood to mean the Leader of man. the noblest of
 mankind, Muhammad the Prophet of God For this Sra deals mainly witn the holy Prophet and
 his Message. But no dogmatic assertion can be made about the Abbreviated Letters, for which see
 Appendix I, following S.1i. Y@-Sin is usually treated as a mystic title of the holy Prophet.
 The explanation of the letter Sad which initials sura
 Sad (no. 38) was as follows:
 4146, 830 is a letter of the Arabic alphabet. It is used here as an Abbreviated Letter, for which
 see Appendix I (at the end of ه50‎ ii.). See also the second para. of n. 989 to vii. 1 for this particular
 letter, No dogmatism is permissible in trying to interpret Abbreviated Letters. But it is suggested
 that it may stand for Qigag (""Stories""), in which the dominant consonant 1s .م‎ For this SOra is
 concerned mainly with the stories of David and Solomon as illustrative of the relative positions of
 Spiritual and worldly power. sales note: “it may stand for Solomon”; is a real howler: for in
 Arabic the letter $4d does not occur at all in the name of Solomon.
 For the Qur’anic initials Ha Mim (H.M.), A. Yusuf
 ‘Ali offered the following explanation:
 We now begin a series of seven Shirts (xl-xlvi) to which are affixed the
 Abbreviated Letters Ha-Mim. Chronologically they all belong to the same period,
 the later Meccan Period, and they immediately follow the last Sidra in time. About
 the Abbreviated Letters generally, see Appendix I at the end of S. Ul. As to the
 precise meaning of Ha-Mim no authoritative explanation is available. If Mim here
 has a signification similar to Mim in A.L M. (see .هم‎ 25 to ii), it means the End of
 things, the Last Day, and all these SGras direct our special attention to that. 85,
 the emphatic guttural, in contrast with the softer breathing of Alif, may be meant to
 suggest that the Beginning (see n. 25 to ii. |, last paragraph) is only for the End, the
 Present for the Future, and to emphasize the eschatological element in Faith. But
 this is mere conjecture, and should be taken for no more than it is worth.
 27",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,44,,False,91.51,,,0,"Another suggestion worthy of consideration is that 82 stands for Hate, and
 Mim for Qaiyim. These are two attributes of God, meaning, (1) the Living, and
 (2) the Self-Subsisting, Eternal. The one points to Life and Revelation, and the
 other to the Hereafter and Eternity ; and both these matters are specially dealt with in
 the seven H@-Mim Sarah. The first letter of Hair )82( is appropriate for life, and
 the last letter of Qaiyiim is appropriate for the Last Days, the Ma‘dd, the Hereafter.
 Again, this is mere conjecture, and should not be taken for more than it is worth.
 The initial Qaf of sura Qaf (No. 50) was explained
 in this manner:
 4939. This is an Abbreviated Letter. For Abbreviated Letters generally, see Appendix I (pp, 118-
 120). This particular Abbreviated Letter O4/ occurs only here as a single letter, and in combination
 at the beginning of 5. xlii, where I was unable to explain the full combination. Here the Qaf is
 taken by several Commentators to represent “ Oughiya-I-amru™, “the matter has been decreed.” with
 reference to the eschatological trend‘of the SOra. God knows best.
 And finally, the letter Nan of sura Al-Qalam (no. 68)
 was explained as follows:
 5592. Nae is an Abbreviated Letter : see Appendix I at the end of S ii.
 NOa may mean a fish, of an ink-holder, or it may be just the Arabic letter of the alphabet, N.
 In the last case, it may refer to either or both of the other meanings. Note also that the Arabic
 rhyme in this Sra ends in N. The reference to ink would be an appropriate link with the mystic
 Pen in verse 1. The reference to the fish would be appropriate with reference to the story of Jonah
 in verses 48-50. jonas title is “the Companion of the Fish"", (Zun-NOn, xxi, 87), as he was, in the
 story. swallowed by the Fish. The letter N could also symbolically represent Jonah in the Arap:c
 form bonus, where the characteristic 5",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,45,,False,85.8,,,0,"Chapter 4
 DEVELOPMENT OF THIS RESEARCH
 Several hypotheses concerning the Qur’anic initials
 were developed and studied in the course of this research.
 Thus, the correlation between the Qur’anic initials and
 the names of God mentioned in the initialed sura was
 studied. Interestingly, some correlation was found, and
 it was consistent enough to warrant mention here. In
 sure Al-Baqara, for example, which is prefixed with the
 initials Alif Lam Mim (A.L.M.), it was found that the
 glorious names or attributes of God which terminate
 certain verses of this sura begin with the letters Alif Lam
 (A.L.) and end with the letter Mim (M). These names
 and their locations in sura Al-Baqara (no. 2) are shown
 in Table 7.
 TABLE 7
 The Glorious Names and Attributes of God Which
 Appear in Sura Al-Baqara as Endings of Verses.
 Name (s ) Verse Number(s)
 Al-alim, Al-HakIm------------------- 32
 Al-Tawwad, Al-Rahim----------------- 37, 54, 128, 160
 Allah Wasi‘un ‘aim----------------- 115, 247, 261, 268
 Al-SamI', Al-Alim------------------- 127, 137
 Allfh,..RaGf, RahIm----------------- 143
 All&h, Sh&kirun, aim--------------- 158
 Al-Rabmin, Al-Rapim----------------- 163
 All&h, Ghafir, RahIm---------------- 173,182,192,199,218, 226
 Allan, SamI‘un, Alan---------------- 181,224,227, 244,256
 Allan, aziz, hakim------------------ 209,220,228, 240,260
 Allah, 658202, HalIm---------------- 225,235
 Al-Aliyyu, Al-AzIm------------------ 255
 41180 Ghaniyyun, HalIm------------- 262
 allah, Ghaniyyun, amid------------- 267 (the only exception)",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,46,30,False,95.31,,,0,"This relationship was observed as well in sura Ali-
 ‘Imran (no. 3) which is also initialed by A.L.M.
 Moreover, the subsequent suras which contain no
 Qur’anic initials did not exhibit the same phenomenon.
 The set-back for a possible generalization of this hy-
 thesis came when a study of the other initials did not
 confirm this observation.
 A second hypothesis was tested whereby the correlation
 between the Qur’anic initials and the names of God’s
 messengers or prophets was examined. No consistent
 correlation was found, and this hypothesis was also
 discarded. Many other fruitless attempts were made to
 find some consistent pattern related to the Qur’anic
 initials and their suras. Finally, the decision was made
 to physically count all the alphabetic letters which make
 up each one of the qur'an 114 suras. In order to find
 all the possible mathematical correlations among the
 letters in general, and the Qur’anic initials in particular.
 electronic computers had to be deployed.
 30",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,47,31,False,96.02,,,0,"Chapter 5
 METHODS OF CALCULATION
 The only calculations carried out manually were the
 initial determinations of the frequency of occurence of
 each letter in each sura. A special form was prepared
 as shown in Figure 1 to facilitate the counting process.
 As shown in Figure 1, the name of the sura, the number
 of verses in that sura, its chronological number in the
 sequence of revelation, and its number in the sequence
 of recording were listed at the top of the form. The 28
 alphabetic letters were listed on the right-hand side of
 the form on a vertical line. The counting was carried
 out by reading the sura while placing a short vertical
 line in front of each letter read. Thus, as
 was read, a vertical mark was placed in front of the
 letter Ba, then in front of the letter Sin, then in front
 of the letter Mim, then in front of the letter Alif, then
 two marks were placed in front of the letter Lam, and
 so forth. Every fifth mark was a slash across the previous
 four marks. When a sura was completed, the number
 of each letter was obtained by counting the marks in
 front of it, and the total number of alphabetic letters
 was calculated by adding up the numbers of all 28 letters.
 The final result for sura Al-Fatiha (no. 1) is illustrated
 in Figure 2. All subsequent calculations were carried out
 by means of a Xerox Data System’s Sigma 7 electronic
 computer, utilizing a teletype terminal (Time-Share
 31",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,48,32,False,71.45,30.1,,0,"يي‎ No. of meters
 revelation No
 No. of Verses
 Recording Nos
 Sura
 Figure |
 32",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,49,33,False,55.16,30.38,,0,"A
 Uo!,n]BAay ='ON G
 ‘ON 0 sesame L =
 Do
 1224
 SD4ANG‏ ناد
 Figure 2
 33",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,50,34,False,95.72,,16:8,0,"Network). All programing was done in FORTRAN IV
 language. A library program of Com-Share, Inc. entitled
 “MARS” was used for the arrangement of the final data
 in ascending order.
 For each of the 14 letters which participate in the
 Qur’anic initials, the following three values were de-
 determined:
 1. The Absolute Frequency: This was simply the number
 of occurrences of each letter in each sura.
 2. The Percentage of Frequency: This value was calculated
 by dividing the frequency of occurrence of each letter
 by the total number of letters in the sura, then
 multiplying the product by 100.
 3. The Average Per Verse Value: This was determined by
 dividing the absolute frequency of a given letter by
 the number of verses which constitute the sura.
 For a multi-lettered set of Qur’anic initials, these three
 values were determined by adding up the corresponding
 values of all the constituent letters. Thus, the absolute
 frequency values were added together, the percentage
 values were added together, and the average per verse
 values were added together. To illustrate, let us consider
 sura Al-Baqara. This sura is made up of 286 verses, with
 the first verse consisting of three alphabetic letters, Alif
 Lam Mim (A.L.M.). The total number of letters in this
 sura is 25,717. The absolute frequency of occurrence of
 the letter Alif (A) is 4,329. This makes the percentage
 value of the letter Alif (A) in sura Al-Baqara =
 (4,329/25,717) x 100 = 16.8%. The average per verse
 34",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,51,35,False,94.8,,15:14; 11:4; 10:28; 8:5; 7:67; 16:8; 36:7; 33:9,0,"occurrence of the letter Alif (A) in sura Al-Baqara would
 be 4,329/286 = 15.14. The corresponding values for the
 letter Lam (L) are 2,941, 11.4%, and 10.28. For the letter
 Mim (M), the three values were determined as 2,195,
 8.5%, and 7.67, respectively. Thus, the absolute frequency
 value for the set of initials Alif Lam Mim (A.L.M.) was
 determined by adding 4,329 + 2,941 +2,195 = 9,465.
 Similarly, the percentage value of ALM in sura AI-
 Baqara was determined by adding 16.8 11.4
 +8.5 = 36.7%. The average per verse value of ALM
 in Al-Baqara was calculated as 15.14+10.28
 + 7.67 = 33.09. Of course, all these computations were
 carried out by the computer. The three values for each
 one of the Qur’anic initials in each one of the 114 suras
 were thus determined.
 The reason for following this particular method for
 calculation of the multi-lettered Qur’anic initials is the
 assertion by Prophet Muhammad (peace be upon him)
 that their constituent letters are independent of each
 other. This was in a hadith reported by Al-Bukhary,
 Al-Baydawy, and Al-Suyity. The Prophet said, “I do
 not say that Alif Lam Mim (A.L.M.) constitutes one
 entity. I say that Alif (A) is an independent letter, Lam
 (L) is an independent letter, and Mim (M) is an in-
 dependent letter.”
 The following data were fed into the computer:
 1. The absolute frequency of occurrence of each letter
 which participates in Qur’anic initials, in each sura.
 These letters are Alif (A), Ha (H), Ra (R), Sin (S),
 35",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,52,36,False,53.34,54.29,,1,"Sad ($), Ta (T), ‘Ayn (‘A), Qaf (Q), Kaf (K), Lam
 (L), Mim (M), Nan (N), Ha (H), and Ya (Y). The
 computer print-out of these values shown Table 8.
 TABLE 8 ١
 The Absolute Frequency of Occurrence of the letters Alif (A),
 Ha (H), 85 (R), Sin (S), 5594 ($), 7a (PT), ayn (A), مقو‎ (Q), Kat
 (K), مهد‎ (L), Mim (M), Nun (N), Ha (H), and قلا‎ (¥), in Each Sura.
 1021 2526230802060he302201521)25014
 11 959233026762 45121562992 م795‎ 553+ 638039047 2195+ 2016+ 141k, 1807
 TLL /2876> 1732512222689» 5023652 306 4842 16852 1251 1235+ 765+ 1138
 1029172 1997491 30801220702 402.2552 583219650 1308s 1333» 860"" 0
 W102 1690162» 505221 1269+ 52236922722 466+ 1401. 10622 1013s 6717 6
 U1 1١ 25636 167s 53422990 98s 562 4002 356+ 4679 15230 1165+ م1303‎ م734 3
 11129082 542187» 7122922201 62+ 1092200» 653+ 4562 4402 2661 0
 TXs 1804s 143s 4122 199s62093231 4021622992 135109632878 7412 BOL
 11213357103 258+167+61 019218 1932221 28120 a9 1 » 634s 3612 8
 XI1 1» 6252 440137971200 12s 1002 68s 1044 A792 260+ 229» 2020278
 X1Vs $949 35s 160s 7623011295057 11224520307 22782 1582267
 XV, 5030 44992 672232 11606365, 324226682 32021140214
 XVI 1» 1229+ 890s 301» 1 م4832‎ م29 م187 1552582 748s 444530 279+ 466
 XVII Le 1198» 106227601252 45s 39+ 206+ 151s 1 74s 661 » 495+ 508+ 3662 6
 X1Xe 7002 659 م169‎ 66s 2601321175880 137» 401229203402 1692 3A}
 XX2 9202 732 2120 1202352282 173+ 1632 1 79s 58823802 39723152 0
 XA1 0 B52s77 2 19129903301 7915101030158 25412401 2 512229823935
 041 128622 5902040950 4303101649982 154s 686+ 42543902 318471
 XXL 12 747s 630 162267s200 17+ 1292 108213) 4752 38S 042722472289
 XXIV 93426501779 900332 24s 160+ 6 181 2 7202 A862 439s 3522 469
 XXV 2737» م46‎ 1940 B20 1801191080 90s 126s 442s 247s bbl 1 60+ 300
 HAV] 9 93306122182 Var م25‎ 9302032 132s 1872613» 456+ 601s 2012860
 HAV 1 , 8 1 5, 54. 194, 94+ 26+ 271341201405 م44‎ 410 426s 2692 363
 WAL) 547, 45,1421 1609092077 1202 396s 31642760 1 722286
 XXXAI o 346 3829)» 360802 6263031 0692296217 751530 1279170
 XXKL 1s 8682 432 6623208222 450 38s 46215521589 159s 740 106
 XXXI E10 10769 6801950921 302252 1530111 0197s 713 42150703100 4
 HXKL Ve 36340360 1540600 12s 102 11429301160 41928692891 » 147300
 XAAVs 5600 43 1600 662802680 762420 1062398 285328340177 252
 XXXVI» $1.60 ABs 1232 4B 082s 142830 78s 7703303102303 1 642237
 AXAVI 1 م‎ 656 .561207234 +م21+11160 962 RAB 3) 704340 162+ 5
 لالز‎ 1 1 1,562.52 127s $42 292200 98s 7142 8823322210255» 1 ade 9
 ملز 8 ,56 6422092992330 18s 142s 106s 187» 619s 940 20‏
 XL1 2 6032 482 118s 66019260101 581 2672368227 6s L980 174s 0
 (11756753140, 542 28s 102992572 93s 42 74303 025401992339
 XLIL 1 4302 452 1330725172 h20 121088411503 7Hs ITs 386s 206 4
 10-1 02249216, 6302304052470 352 S00 1 Ale 1490155267181
 XLV, 3550312632 4009032 600 36s 682248 2200+ $502 1090179
 XLVI 0 787037098» 480200 42 792 7307725740 227081291930814
 XLVI 10 4170252952360 16s 369732 38s 752307282601 7603570156
 XLVIL1 2 4040332962550 340908304708423270210219001505195
 XLIXs 290+ BBs O62 300 130 6s 432 3803921984 135s 8183» 682180
 Lr 228.4028» $4288 018060452579 430170011 602150 630119
 Le] 0207 019067037290 72392 46039016301 ATo LAO TIONIA
 LE] 0 1990190 6008751307236 08604)011301552118471099
 LE11 08650162470 30030723M0 1
 36","5662 110071076117605 لالز‎
317 0 407 50 40920127 71١2571711 118s 520 7842 120 كنز‎"
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,53,37,False,25.73,34.5,13:42,3,"TABLE 8 (Continued)
 LU 4175150872300 70102 160220850 2-9‏
 LV] 22689 419 652240 17072 480353 4921799 179220280 59.105‏
 LUI‏ 124262290 م122 +47 +12 م5 62s 50s 75s 3200221» 180+137s 198‏
 LVI1123510310532392 120860 54027s 48026101732 16221385165‏
 LIX. 3460252 792359190 4038s 44s 4422759 19901532 126801430‏
 LXo 2812 22252024060 30330270 660 17421 420136985125‏
 LX12 1550 15043022090 4s 180192260 1860 80s 779562928‏
 كا 17679120242 903200169 140199 164s 1249 495430 66‏
 LAXI1112962282 22050 12202230280 108s 662 70254955‏
 LKIVs 1832160420200 1104993014035 1482942 67954060‏
 LXV2 1970250582 289 30 30440285280 1560 79095286963‏
 LAV, 1869182 5023196222330 172392s 1262875992 63069‏
 LAVI 122849175720 262 162 60 360372 47014601125 1002 600116‏
 LXVIL12 1662212502285 15013 24222165301398s 1223193255096‏
 LXIXs 1952220 4002228092 38 929034011 6592s 745850 100‏
 LXXo 1459 12239601501102038 2162202100 108261558293‏
 LXX] 62000 52 620214 40 $2250210920 1100802612952 56‏
 UXX112231.1825022726080372252200 319s 749113260064‏
 LXXIE1 2870270490 1808959200842 84s 107s 55058245067‏
 LAX Ve 1790 1207102328032 28025s Ads 1086073079s50081‏
 LXXVs 1280 79340269 49201602878 160840 43053934966‏
 LXXVE Es 12625034092 79 Bs 3882 1693701060790 68517085‏
 LXXVIID1 1950142885179 7230199172269 753556 62280046‏
 LXX1Xs 1599140 O30 2022079190 11523270951 047s $8055‏
 LXXX1 6 94s 1002091799049 120829049230031011522‏
 LXXX1 1067550230780 128603018 935230224. 6229‏
 LAAXI1Ts 1396260320150 bo fs 18013232260267071 028979‏
 LXXK1Vs 900 100870159322282150119490302322240 34‏
 LXXKVs BO 110170322220 140 628061241 229025235‏
 LAXXV1 25.6030 170620220 5092 75370220175 13016‏
 LXXXVI1Ts $8292210110420052 6099298015014 13.42‏
 LXXXVIIT + 65s 62190 119523018930 100392292249 20 4‏
 LXXX1Xs 1102903309050 as 16s 102825 70234224023555‏
 XC oo 6691151208 06015701008s360300250281005
 XLT 652250909200 2s O910290240199902950
 XOT 1s 6265914913085 12805260420 16023215040
 KCI IL 1 340 Os 10s 40001 0402095210130506019
 XC1 V9 199301505 0800s Too Gold o6s90805
 XCV2 292606075191 08032 0025014018 55015
 KOVI » 64020 162903030 12089102 42s 16925, 13031
 XCVIL 200 @s 1208000 14103090230 18990 100100
 XCVILT + T2072 elo dole Teds 152 49s 32535232537
 XLIXs 399 Ao 1S0 30h sO 30 Ae lePQolas Tol toh3
 HCC 2 285761203232 106230202001851109014
 CE234s30102800000 Ss so 1501901151601)
 CIT + 16082 75400200 703050230160 111
 CE11421240593050002010001425069103
 CIV e Baa So Qo Po 163960 103084018s 6s 16010
 CV9 12050903085 1052095s 189130306012
 CVE o 160325914 0519351000135102 42607
 CVI1 5200304035801 56000352001201808, 18
 011113026٠ ٠1 01
 201112060 1م065 00002 2655
 1112154 0106|
 (110 000
 012002511100216: 21016 61034
 37","120267264 4625701215118 13062530 1082330 2340232 ,لازنا

منغ ه١2م22م611‏

06 مم 1170 اهم"
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,54,38,False,94.55,,,0,"2. The total number of letters in each sura.
 3. The number of verses in each sura.
 The computer was programmed to perform the fol-
 lowing functions:
 1. Compute the percentage value for each one of the
 14 letters in each of the 114 suras.
 2. Compute the average frequency of occurrence of each
 one of the 14 letters in each verse of each sura.
 3. Compute the absolute frequency of occurrence of the
 multi-lettered Qur’anic initials, namely Ta Ha (T.H.),
 Ta Sin (T.S.), Ya Sin (Y.S.), Ha Mim (H.M.), Alif
 Lam Mim (A.L.M.), Alif Lam Ra (A.L.R.), Ta Sin
 Mim (T.S.M.), Alif Lam Mim Sad (A.L.M.S.), Alif
 Lam Mim Ra (A.L.M.R.), Kaf Ha Ya ‘Ayn Sad
 (K.H.Y.‘A.S.), and Ha Mim-‘Ayn Sin Qaf (H.M.-
 ‘A.S.Q.). Table 9 is a computer printout listing the
 absolute frequency of occurrence of the Qur’anic
 initials in each sura.
 4. Compute the percentage of frequency value for each
 of the multi-lettered initials in each of the 114 suras.
 Table 10 is a computer printout of the percentage
 frequency values of all the Qur’anic initials throughout
 the Qur’an.
 5. Compute the average occurrence per verse for each
 of the multi-lettered Qur’anic initials in each sura.
 These data are presented in Table 11 which is a
 computer printout of the average per verse values for
 each of 14 Quranic initials in each one of the qur'an
 114 suras.
 38",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,55,39,False,95.95,,,0,"6. Arrange all the suras of Qur’an in ascending order
 with regard to the absolute frequency of occurrence
 of each Qur’anic initial. Thus, for each one of the
 Qur’anic initials, the sura which contains the lowest
 frequency of occurrence appears at the top of the list,
 and the sura containing the highest frequency appears
 at the bottom of the list. It was initially intended to
 have the computer list the suras in a “descending”
 order, to have the sura with the highest value at the
 top, rather than the bottom of the list. However, due
 to a programming error, this particular command to
 the computer became reversed. This of course does
 not affect the results or the conclusions in the least.
 7. Arrange the 114 suras of the Qur’an in ascending order
 with regard to the percent frequency of occurrence
 for each of the 14 sets of Qur’anic initials.
 8. Arrange all suras of the Qur’an in ascending order
 with regard to the average occurrence in each verse
 of each sura. The computer printouts of all the lists
 are shown within the text, and will be referred to as
 required.
 In searching for a single value which will represent
 each one of the Qur’anic initials most accurately, the
 percentage value stands out as the best possible choice.
 Certainly, we cannot use the absolute frequency of
 occurrence of a given letter, or a set of letters, as a
 representative measure or as a basis for comparing the
 various suras. For example, we cannot compare a long
 sura such as Al-Baqara (286 verses, 25,717 alphabetic
 39",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,56,40,False,96.06,,,0,"letters), with a short sura such as Al-Nas (3 verses, 99
 alphabetic letters) on the basis of absolute frequency of
 occurrence. Similarly, the average per verse value cannot
 be used as a truly representative measure of the frequency
 of occurrence of the Qur’anic initials. The percentage
 value, therefore, appears to be the only value which can
 be used as a basis for comparison. However, we will have
 to take into consideration that the percentage value does
 not ALWAYS offer a good representation of the fre-
 quincy value. It can be distorted by such factors as the
 lack of sufficient component units (statistically known
 as observations). To illustrate this point, let us take the
 extreme example of a chapter which consists of only the
 two letters A and B. The percent of each of these letters
 would be 50%, an extraordinarily high percentage value.
 If we compare the letter A in each chapter of the book,
 the hypothetical two-lettered chapter undoubtedly will
 have the highest percentage value (50%). But we cannot
 honestly conclude from this comparison that this two-
 lettered chapter “has the highest frequency of the letter
 A.” In this study, we will come across instances where
 the percentage value is obviously distorted by the extreme
 shortness of certain suras. Whenever the percentage value
 is questionable (as a true representative of the frequency).
 we will have to consider carefully all three values of the
 Quranic initial under study (the absolute number, the
 percentage, and the average per verse value). These
 instances and the computations involved in them will
 be discussed in detail wherever the occasion arises in
 the text.
 40",
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,57,41,False,95.96,,,0,"Additionally, since different letters make up different
 sets of Qur’anic initials, we do not expect all the initials
 to exhibit one and the same phenomenon (e.g. the
 frequency of occurrence). Thus all three values may be
 needed under certain circumstances as we study the
 Qur’anic initials.
 41",
